method,method_family,filter_variant,dataset,source_model,scenario,evaluation,k,requirements_total,requirements_with_ground_truth,ground_truth_links_total,correctly_retrieved_links,requirement_hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_all_resolved,10,36,36,167,29,0.4444444444444444,0.08055555555555555,0.2832010582010582,0.09544863270353467,0.12188786008230451,0.1494157848324515
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_functional_resolved,10,36,29,143,27,0.5172413793103449,0.09310344827586207,0.351559934318555,0.10996200103705175,0.1492816091954023,0.17858511220580187
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_linked_resolved,10,36,36,70,16,0.3888888888888889,0.044444444444444446,0.3333333333333333,0.07589170089170089,0.10193636096413874,0.10774911816578484
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_all,20,36,36,129,51,0.8055555555555556,0.07083333333333333,0.7538029100529101,0.1224222742925947,0.26177967761883125,0.4476039636127356
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_orphan,20,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_with_linked_widget,20,36,36,129,51,0.8055555555555556,0.07083333333333333,0.7538029100529101,0.1224222742925947,0.26177967761883125,0.4476039636127356
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,combined_actions_and_linked_widgets,20,36,36,199,41,0.5833333333333334,0.05694444444444445,0.45289606227106227,0.09864579531262473,0.1311609707860752,0.261304012345679
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,combined_actions_and_widgets,20,36,36,296,61,0.6111111111111112,0.08472222222222221,0.41093728802062135,0.11744680919940717,0.13016561005245697,0.2682484567901235
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_all_resolved,20,36,36,167,50,0.5555555555555556,0.06944444444444445,0.4130952380952381,0.09313323016221567,0.1349833841975655,0.15793851210517876
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_functional_resolved,20,36,29,143,44,0.5862068965517241,0.07586206896551725,0.45131362889983584,0.09836066815077309,0.1584456454011808,0.18485470468229087
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_linked_resolved,20,36,36,70,26,0.5277777777777778,0.036111111111111115,0.45462962962962966,0.06498494259363824,0.11560275670290292,0.11773383374260565
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_all,30,36,36,129,60,0.8611111111111112,0.05555555555555555,0.837962962962963,0.09963238909515,0.26750003884643886,0.44996910048874195
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_orphan,30,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_with_linked_widget,30,36,36,129,60,0.8611111111111112,0.05555555555555555,0.837962962962963,0.09963238909515,0.26750003884643886,0.44996910048874195
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,combined_actions_and_linked_widgets,30,36,36,199,56,0.6666666666666666,0.05185185185185185,0.5215727174060507,0.09122214578926037,0.1370707707119192,0.2647888608305275
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,combined_actions_and_widgets,30,36,36,296,84,0.6666666666666666,0.07777777777777778,0.4763897368064035,0.11303440943911432,0.13745928618891828,0.27047067901234567
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_all_resolved,30,36,36,167,70,0.6388888888888888,0.06481481481481483,0.5298941798941799,0.09488652590526404,0.14240214294416526,0.16136443803110467
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_functional_resolved,30,36,29,143,58,0.6206896551724138,0.06666666666666667,0.5123973727422003,0.09323483981682633,0.16244522504911482,0.18649674080708564
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_linked_resolved,30,36,36,70,34,0.6388888888888888,0.03148148148148148,0.553968253968254,0.058053578588445766,0.12127500831959896,0.12222813573690766
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_all,40,36,36,129,64,0.8611111111111112,0.044444444444444446,0.8611111111111112,0.08164841380105498,0.2689952186585047,0.44996910048874195
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_orphan,40,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_with_linked_widget,40,36,36,129,64,0.8611111111111112,0.044444444444444446,0.8611111111111112,0.08164841380105498,0.2689952186585047,0.44996910048874195
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,combined_actions_and_linked_widgets,40,36,36,199,72,0.75,0.05,0.6162952787952788,0.0890154201076404,0.14192458351227544,0.2672293197225993
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,combined_actions_and_widgets,40,36,36,296,108,0.75,0.07500000000000001,0.5843949260615928,0.11562167902423176,0.1436333577314307,0.2729111379044175
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_all_resolved,40,36,36,167,78,0.6944444444444444,0.05416666666666667,0.6234126984126984,0.08557329984350336,0.14474813878894133,0.16305414617242575
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_functional_resolved,40,36,29,143,63,0.6551724137931034,0.054310344827586204,0.5784893267651888,0.08251506491773429,0.1622008351992063,0.1874819624819625
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_linked_resolved,40,36,36,70,39,0.6944444444444444,0.027083333333333334,0.628968253968254,0.05085629145902777,0.12532377527159172,0.12391784387822871
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_all,50,36,36,129,64,0.8611111111111112,0.035555555555555556,0.8611111111111112,0.06636852554805966,0.2689952186585047,0.44996910048874195
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_orphan,50,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,actions_with_linked_widget,50,36,36,129,64,0.8611111111111112,0.035555555555555556,0.8611111111111112,0.06636852554805966,0.2689952186585047,0.44996910048874195
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,combined_actions_and_linked_widgets,50,36,36,199,80,0.7777777777777778,0.044444444444444446,0.6492135565052232,0.08013620631209437,0.14413704145207262,0.26779621314663554
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,combined_actions_and_widgets,50,36,36,296,116,0.7777777777777778,0.06444444444444444,0.6100380714964049,0.10302330930461359,0.145428763853568,0.2734780313284537
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_all_resolved,50,36,36,167,82,0.6944444444444444,0.04555555555555556,0.665079365079365,0.07512031284123372,0.14726905432231144,0.16305414617242575
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_functional_resolved,50,36,29,143,66,0.6551724137931034,0.04551724137931035,0.6187192118226601,0.0726629605544141,0.16448920469227132,0.1874819624819625
VSM,IR,Strict,LLMReq,GPT5,LLMReq-GPT5,widgets_linked_resolved,50,36,36,70,41,0.6944444444444444,0.02277777777777778,0.6521164021164021,0.043295840973535026,0.12659229859512283,0.12391784387822871
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,1,36,30,172,11,0.36666666666666664,0.36666666666666664,0.2743506493506494,0.2866666666666667,0.36666666666666664,0.36666666666666664
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,1,36,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,1,36,30,171,11,0.36666666666666664,0.36666666666666664,0.27465367965367965,0.2871717171717172,0.36666666666666664,0.36666666666666664
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,1,36,30,264,4,0.13333333333333333,0.13333333333333333,0.06875,0.08392156862745098,0.13333333333333333,0.13333333333333333
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,1,36,36,357,5,0.1388888888888889,0.1388888888888889,0.08043981481481481,0.09400871459694989,0.1388888888888889,0.1388888888888889
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,1,36,36,185,2,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,1,36,33,171,2,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,1,36,30,92,1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,5,36,30,172,30,0.6333333333333333,0.2,0.5191967291967292,0.2532783135725274,0.23455555555555557,0.43555555555555553
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,5,36,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,5,36,30,171,30,0.6333333333333333,0.2,0.5207118807118808,0.25446746258776337,0.23455555555555557,0.43555555555555553
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,5,36,30,264,24,0.4666666666666667,0.16,0.2974657287157287,0.17929828590085653,0.13318518518518518,0.25666666666666665
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,5,36,36,357,27,0.4722222222222222,0.15000000000000002,0.27691299668015357,0.16337474912574718,0.14010802469135802,0.25416666666666665
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,5,36,36,185,21,0.4166666666666667,0.11666666666666667,0.2833664021164021,0.13742134992134994,0.15212962962962961,0.18148148148148147
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,5,36,33,171,20,0.42424242424242425,0.12121212121212122,0.29902597402597403,0.14233844233844237,0.16393939393939394,0.1919191919191919
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,5,36,30,92,13,0.36666666666666664,0.08666666666666667,0.30777777777777776,0.12801587301587303,0.12944444444444445,0.14833333333333334
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,10,36,30,172,37,0.7333333333333333,0.12333333333333334,0.5926960076960077,0.18285274094420692,0.21206657848324514,0.4481878306878307
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,10,36,1,1,1,1.0,0.1,1.0,0.18181818181818182,0.16666666666666666,0.16666666666666666
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,10,36,30,171,37,0.7333333333333333,0.12333333333333334,0.5926960076960077,0.18285274094420692,0.21206657848324514,0.4481878306878307
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,10,36,30,264,39,0.5666666666666667,0.13,0.42571969696969697,0.18142815084425223,0.13974305555555555,0.2692989417989418
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,10,36,36,357,49,0.5833333333333334,0.13611111111111113,0.3865620667458903,0.16793819314501426,0.1494820142563198,0.2693231922398589
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,10,36,36,185,28,0.4444444444444444,0.07777777777777778,0.2956431878306878,0.09517410693881283,0.15765983245149912,0.1849537037037037
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,10,36,33,171,27,0.45454545454545453,0.08181818181818182,0.3138618326118326,0.09960992661527421,0.1702228635561969,0.1957070707070707
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,10,36,30,92,15,0.4,0.05,0.3173015873015873,0.08095114036290507,0.1310978835978836,0.1525
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,20,36,30,172,49,0.8333333333333334,0.08166666666666668,0.6566746216746217,0.13271367049753077,0.21574895747909165,0.4543316215375039
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,20,36,1,1,1,1.0,0.05,1.0,0.09523809523809523,0.16666666666666666,0.16666666666666666
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,20,36,30,171,49,0.8333333333333334,0.08166666666666668,0.6566746216746217,0.13271367049753077,0.2172136039437381,0.4543316215375039
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,20,36,30,264,50,0.7,0.08333333333333333,0.5087874625374625,0.13130720519593134,0.13488362027119769,0.28048775298775297
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,20,36,36,357,60,0.6666666666666666,0.08333333333333333,0.4498592787931023,0.1249904032637729,0.1419866646053974,0.2761219490386157
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,20,36,36,185,46,0.5555555555555556,0.06388888888888888,0.394932208994709,0.08538820009834504,0.16848020141121922,0.19214040710751237
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,20,36,33,171,44,0.5454545454545454,0.06666666666666667,0.41207611832611835,0.08805333835636867,0.18183060748820906,0.20195221445221445
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,20,36,30,92,27,0.5666666666666667,0.045000000000000005,0.4311904761904762,0.07423068329952388,0.14246146424906744,0.16368814664867296
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,30,36,30,172,67,0.8666666666666667,0.07444444444444445,0.777024642024642,0.12550996927811917,0.23011344462026737,0.45556618943873844
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,30,36,1,1,1,1.0,0.03333333333333333,1.0,0.06451612903225806,0.16666666666666666,0.16666666666666666
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,30,36,30,171,67,0.8666666666666667,0.07444444444444445,0.777024642024642,0.12550996927811917,0.2315780910849138,0.45556618943873844
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,30,36,30,264,53,0.7333333333333333,0.058888888888888886,0.5214858752358753,0.09868741380485392,0.13560216566164973,0.2816371782751093
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,30,36,36,357,67,0.6944444444444444,0.062037037037037036,0.4626635115973351,0.09789431661476669,0.14236245030164174,0.277079803444746
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,30,36,36,185,66,0.6388888888888888,0.061111111111111116,0.49692460317460313,0.08794147493744268,0.17737427891877047,0.19554295106561187
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,30,36,33,171,60,0.6060606060606061,0.06060606060606061,0.4649711399711399,0.08508146691258645,0.1879152505451265,0.20445195937620178
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,30,36,30,92,38,0.6666666666666666,0.042222222222222223,0.547063492063492,0.0730524094660717,0.15246936831494254,0.16777119939839238
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,40,36,30,172,71,0.9,0.05916666666666667,0.8345887445887445,0.1036897499116585,0.2335160943898526,0.45664145825594277
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,40,36,1,1,1,1.0,0.025,1.0,0.04878048780487806,0.16666666666666666,0.16666666666666666
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,40,36,30,171,71,0.9,0.05916666666666667,0.8345887445887445,0.1036897499116585,0.23498074085449908,0.45664145825594277
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,40,36,30,264,70,0.7666666666666667,0.058333333333333334,0.5729144466644467,0.09988514003173782,0.1397326151366846,0.2827124470923136
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,40,36,36,357,93,0.7222222222222222,0.06458333333333334,0.5190459635680225,0.10212812675498412,0.15042151767270306,0.27797586079241626
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,40,36,36,185,72,0.6944444444444444,0.05,0.5620039682539683,0.07770155527242698,0.17928247702603134,0.1973350657609524
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,40,36,33,171,64,0.6666666666666666,0.048484848484848485,0.5382034632034632,0.07365601740810701,0.18916959332747907,0.2064069935893005
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,40,36,30,92,43,0.7333333333333333,0.035833333333333335,0.6184920634920634,0.0643356173739587,0.15609393968144938,0.16992173703280097
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_all,50,36,30,172,72,0.9,0.048,0.8368109668109668,0.08595529302044755,0.23360498327874152,0.45664145825594277
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_orphan,50,36,1,1,1,1.0,0.02,1.0,0.0392156862745098,0.16666666666666666,0.16666666666666666
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,actions_with_linked_widget,50,36,30,171,72,0.9,0.048,0.8368109668109668,0.08595529302044755,0.23506962974338796,0.45664145825594277
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_linked_widgets,50,36,30,264,87,0.7666666666666667,0.058,0.6394620657120657,0.10099477914276503,0.14597472757358007,0.2827124470923136
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,combined_actions_and_widgets,50,36,36,357,115,0.7222222222222222,0.06388888888888888,0.575412806601532,0.10268531227154559,0.15632274442638824,0.27797586079241626
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_all_resolved,50,36,36,185,73,0.7222222222222222,0.04055555555555556,0.589781746031746,0.06566547673686511,0.1798493704500676,0.19790195918498868
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_functional_resolved,50,36,33,171,64,0.6666666666666666,0.03878787878787879,0.5382034632034632,0.06141153649534292,0.18916959332747907,0.2064069935893005
VSM,IR,Strict,LLMReq,Gemma3,LLMReq-Gemma3,widgets_linked_resolved,50,36,30,92,44,0.7666666666666667,0.029333333333333333,0.6518253968253968,0.05378909258820092,0.1567742117902929,0.17060200914164453
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,actions_all,1,30,30,137,10,0.3333333333333333,0.3333333333333333,0.2292207792207792,0.24703703703703705,0.3333333333333333,0.3333333333333333
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,actions_orphan,1,30,7,32,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,1,30,30,105,10,0.3333333333333333,0.3333333333333333,0.2292207792207792,0.24703703703703705,0.3333333333333333,0.3333333333333333
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,1,30,30,200,3,0.1,0.1,0.03429487179487179,0.04486772486772487,0.1,0.1
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,1,30,30,243,3,0.1,0.1,0.03429487179487179,0.04486772486772487,0.1,0.1
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,widgets_all_resolved,1,30,30,106,2,0.06666666666666667,0.06666666666666667,0.013888888888888888,0.022857142857142857,0.06666666666666667,0.06666666666666667
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,1,30,27,83,1,0.037037037037037035,0.037037037037037035,0.009259259259259259,0.014814814814814815,0.037037037037037035,0.037037037037037035
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,1,30,30,63,2,0.06666666666666667,0.06666666666666667,0.013888888888888888,0.022857142857142857,0.06666666666666667,0.06666666666666667
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,actions_all,5,30,30,137,24,0.5666666666666667,0.16,0.4966400266400266,0.22385848123850657,0.28744444444444445,0.40444444444444444
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,actions_orphan,5,30,7,32,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,5,30,30,105,24,0.5666666666666667,0.16,0.4966400266400266,0.22385848123850657,0.28744444444444445,0.40444444444444444
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,5,30,30,200,21,0.4,0.14,0.21164529914529914,0.1450191934318502,0.11666666666666667,0.215
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,5,30,30,243,21,0.4,0.14,0.18173789173789173,0.13390315355621954,0.10472222222222222,0.215
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,widgets_all_resolved,5,30,30,106,21,0.5666666666666667,0.14,0.2706349206349206,0.16963684463684464,0.11766666666666666,0.21611111111111111
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,5,30,27,83,10,0.25925925925925924,0.07407407407407407,0.19753086419753085,0.10038212815990594,0.09444444444444444,0.11049382716049383
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,widgets_linked_resolved,5,30,30,63,21,0.5666666666666667,0.14,0.38333333333333336,0.1901875901875902,0.14833333333333334,0.21611111111111111
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,actions_all,10,30,30,137,28,0.5666666666666667,0.09333333333333334,0.5327938727938728,0.15034138822993312,0.2857989417989418,0.40444444444444444
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,actions_orphan,10,30,7,32,0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,actions_with_linked_widget,10,30,30,105,28,0.5666666666666667,0.09333333333333334,0.5327938727938728,0.15034138822993312,0.2857989417989418,0.40444444444444444
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_linked_widgets,10,30,30,200,36,0.5333333333333333,0.12000000000000001,0.37255799755799757,0.16689667414035314,0.12635251322751323,0.23239417989417988
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,combined_actions_and_widgets,10,30,30,243,37,0.5333333333333333,0.12333333333333334,0.3382061457061457,0.16459500956020753,0.11357473544973544,0.23239417989417988
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,widgets_all_resolved,10,30,30,106,39,0.8,0.13,0.5517460317460317,0.19792610983787454,0.17060449735449737,0.24953703703703703
VSM,IR,Relaxed,Focus,GPT5,Focus-GPT5,widgets_functional_resolved,10,30,27,83,25,0.7037037037037037,0.09259259259259259,0.4882716049382716,0.14910028243361578,0.1386383009994121,0.17166372721928275
